CONFIG,TYPE,OWNER,NOTE,6763_64,6739,6739_64,6771,6771_64,6768,6768_64,6785,6785_64,6885,6885_64,6886,6886_64
CONFIG_MTK_GPU_VERSION,PROJECT,Yu-fu.Kao,type PROJECT should be PLATFORM,,,,,,,,,,,,,
CONFIG_MTK_GRAVITYHUB,PROJECT,weiqi.fu,new config in this commit 6cf72299191fe832dffff96cd9233bcf981b52a0,,,,,,,,,,,,,
CONFIG_MTK_GYROHUB,PROJECT,weiqi.fu,new config in this commit ddc5d59450d236e7d3732ebd43a19c5056787cc0,,,,,,,,,,,,,
CONFIG_MTK_GZ_KREE,PROJECT,chsuan.lin,,O,,O,,O,,O,,O,,O,,O
CONFIG_MTK_GZ_KREE,PROJECT,chsuan.lin,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_MTK_GZ_SUPPORT_SDSP,PROJECT,sean-sy.su,,,,,,,,,,
CONFIG_MTK_HDMI_SUPPORT,PROJECT,junzhi.zhao,new config in this commit 8981f73cf7bc71472ded61c12aa2a21239e1f68b,,,,,,,,,,,,,
CONFIG_MTK_HDMI_TDM,PLATFORM,Michael.Hsiao,new config in this commit 3db7e757ff4b38b71bf2d09fc921a7d277d11b75,X,,X,,X,,X,,X,,X,,X
CONFIG_MTK_HMDYHUB,PROJECT,weiqi.fu,new config in this commit ddc5d59450d236e7d3732ebd43a19c5056787cc0,,,,,,,,,,,,,
CONFIG_MTK_HP_ANASWITCH,PROJECT,georgecy.lin,new config in this commit 378eb5b131260db917d022555fa920fa118ab3a1,,,,,,,,,,,,,
CONFIG_MTK_HTS221,PROJECT,hongxu.zhao,new config in this commit 063ebd2dfda85d1c6ea1c0120c87fa93fc2570e8,,,,,,,,,,,,,
CONFIG_MTK_HW_FDE,PROJECT,stanley.chu,new config in this commit 845bcd4e5bc50f8c3952889b07073c6f114b6944,,,,,,,,,,,,,
CONFIG_MTK_HW_FDE_AES,PROJECT,Calvin.Liao,,,,,,,,,,,,,,
CONFIG_MTK_HWMON,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_ICCS_SUPPORT,PROJECT,chia-hao.hsu,new config in this commit f35226c838dfbc958d01418431cef04bb6ecd7de,,,,,,,,,,,,,
CONFIG_MTK_ICM20645G,PROJECT,hongxu.zhao,new config in this commit 063ebd2dfda85d1c6ea1c0120c87fa93fc2570e8,,,,,,,,,,,,,
CONFIG_MTK_ICM20645GY,PROJECT,hongxu.zhao,new config in this commit 063ebd2dfda85d1c6ea1c0120c87fa93fc2570e8,,,,,,,,,,,,,
CONFIG_MTK_IDLE_BALANCE_ENHANCEMENT,PLATFORM,yt.chang,,,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_IMGSENSOR,COMMON,Josepchi.Tsai,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_INPKHUB,PROJECT,qiangming.xia,new config in this commit e5afb39d5bc749c04142bb69e4f89131015320a6,,,,,,,,,,,,,
CONFIG_MTK_INTERNAL,PROJECT,junzhi.zhao,,y,,y,,y,,y,,y,,y,,y
CONFIG_MTK_IO_BOOST,PLATFORM,stanley.chu,finetune for performance,X,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_IOMMU_PGTABLE_EXT,PROJECT,Cui.Zhang,,N,N,N,N,N,N,N,N,N,N,X,X,X
CONFIG_MTK_IOMMU_V2,PROJECT,Cui.Zhang,,N,N,X,N,N,X,X,X,X,X,X,X,X
CONFIG_MTK_ION,COMMON,youhua.li,new config in this commit 30f50f4e2f5b4c1996816cc4997e5c6b86d28386,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_IPI,PLATFORM,jiachiam.liu,new config in this commit e8c8b57bd4b43e51ffc94c62f20b675c02f96399,N,N,N,N,N,N,N,N,N,y,y,y,y
CONFIG_MTK_IPV6_VZW,PROJECT,Xin.Xu,for customer project only,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_MTK_IRAT_SUPPORT,PROJECT,anny.hu,,,,,,,,,,,,,,
CONFIG_MTK_IRIS_SUPPORT,PROJECT,yicheng.chen,new config in this commit Ie6ddb08406104d35a595ed9b83593cb455f91dca,,,,,,,,,,,,,
CONFIG_MTK_IRQ,PLATFORM,,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_IRQ_COUNT_TRACER,USER;PROJECT,kobe-cp.wu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_IRQ_OFF_TRACER,USER;PROJECT,kobe-cp.wu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_IRTX_PWM_SUPPORT,PROJECT,cheng-h.chen,,,,,,,,,,,,,,
CONFIG_MTK_IRTX_SUPPORT,PROJECT,xiao.wang,,,,,,,,,,,,,,
CONFIG_MTK_ITG1010,PROJECT,ruixue.su,SS6,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_MTK_ITG1010_NEW,PROJECT,jy.lan,,,,,,,,,,,,,,
CONFIG_MTK_JEITA_STANDARD_SUPPORT,PROJECT,wy.chuang,,,,,,,,,,,,,,
CONFIG_MTK_JPEG,PLATFORM,chrono.wu,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_KERNEL_GEOFENCE,PROJECT,chiayen.chong,,,,,,,,,,,,,,
CONFIG_MTK_KERNEL_POWER_OFF_CHARGING,PROJECT,wy.chuang,,,,,,,,,,,,,,
CONFIG_MTK_L2C_PARITY_CHECK,PLATFORM,shun-chih.yu,new config in this commit e6dca10296c4ff142f048f3acfd6860000863b9d,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_LASTBUS,PLATFORM,shun-chih.yu,(<NEW>new config in this commit 400891f7cb420e31bddedb7838201806da6fca25),X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_LASTBUS_V2,PLATFORM,shun-chih.yu,new config in this commit 70642ef846065ab362d64bef9dd583400c95574c,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_LASTPC,PLATFORM,shun-chih.yu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_LASTPC_V2,PLATFORM,shun-chih.yu,new config in this commit c10f203ca842501de3b383fa96aff89de5d325ca,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_LATE_MOUNT,PROJECT,juju.sung,,N,,N,,N,,N,,N,,N,,N
CONFIG_MTK_LCM,PROJECT,,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_LCM_DEVICE_TREE_SUPPORT,PROJECT,joey.pan,,,,,,,,,,,,,,
CONFIG_MTK_LCM_PHYSICAL_ROTATION,PROJECT,k.zhang,,,,,,,,,,,,,,
CONFIG_MTK_LCM_PHYSICAL_ROTATION_HW,PROJECT,k.zhang,new config in this commit bc9d4699ce3f9e687fbd71247a9c3ed3e7c6b5d5,,,,,,,,,,,,,
CONFIG_MTK_LEDS,PROJECT,xing.zhang,,y,y,y,y,y,y,y,y,y,,,y,y
CONFIG_MTK_LENS,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_LENS_AD5820AF_SUPPORT,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LENS_AK7371AF_SUPPORT,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LENS_BU63165AF_SUPPORT,PROJECT,sam.hung,new config in this commit e9cf791d08830ec15ffd23d33d2b3757d40fe777,,,,,,,,,,,,,
CONFIG_MTK_LENS_BU63169AF_SUPPORT,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LENS_BU6424AF_SUPPORT,PROJECT,sam.hung,new config in this commit 4ba429dbf0ed272ef89e8754b562c2413c220c8a,,,,,,,,,,,,,
CONFIG_MTK_LENS_BU6429AF_SUPPORT,PROJECT,sam.hung,new config in this commit 4ba429dbf0ed272ef89e8754b562c2413c220c8a,,,,,,,,,,,,,
CONFIG_MTK_LENS_BU64745GWZAF_SUPPORT,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LENS_DUMMYLENS_SUPPORT,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LENS_DW9714AF_SUPPORT,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LENS_DW9718SAF_SUPPORT,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LENS_LC898122AF_SUPPORT,PROJECT,sam.hung,new config in this commit 4ba429dbf0ed272ef89e8754b562c2413c220c8a,,,,,,,,,,,,,
CONFIG_MTK_LENS_LC898212AF_SUPPORT,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LENS_LC898212XDAF_SUPPORT,PROJECT,sam.hung,new config in this commit e9cf791d08830ec15ffd23d33d2b3757d40fe777,,,,,,,,,,,,,
CONFIG_MTK_LENS_LC898214AF_SUPPORT,PROJECT,sam.hung,new config in this commit 9fa604a77fd23298843fa20e56bb898c7d36619b,,,,,,,,,,,,,
CONFIG_MTK_LENS_USE_MODULE,PROJECT,sam.hung,,,,,,,,,,,,,,
CONFIG_MTK_LINEARACCHUB,PROJECT,weiqi.fu,new config in this commit 6cf72299191fe832dffff96cd9233bcf981b52a0,,,,,,,,,,,,,
CONFIG_MTK_LM_MODE,PROJECT,shun-chih.yu,new config in this commit eaa12506bc17f07afe7eee502e923741fdbcc7ff,,,,,,,,,,,,,
CONFIG_MTK_LOAD_BALANCE_ENHANCEMENT,PLATFORM,YT.Chang,,X,y,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_LOAD_TRACKER,PROJECT,poting.chen,,,,,,,,,,,,,,
CONFIG_MTK_LOWMEM_HINT,PROJECT,Jian-Min Liu,new config in this commit 7fb704f8dd8a08b26c17a245a4b56b85224fb0c5,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_MTK_LSM6DS3HG,PROJECT,jy.lan,,,,,,,,,,,,,,
CONFIG_MTK_LSM6DS3HGY,PROJECT,jy.lan,,,,,,,,,,,,,,
CONFIG_MTK_M4U,PROJECT,Cui.Zhang,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_MAGHUB,PROJECT,weiqi.fu,new config in this commit ddc5d59450d236e7d3732ebd43a19c5056787cc0,,,,,,,,,,,,,
CONFIG_MTK_MBOX,PLATFORM,ts.kuo,new config in this commit e8c8b57bd4b43e51ffc94c62f20b675c02f96399,N,N,N,N,N,N,N,N,N,y,y,y,y
CONFIG_MTK_MC3410_I2C,PROJECT,ruixue.su,SS6,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_MTK_MC3410_NEW,PROJECT,jy.lan,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_MCIF_WIFI_SUPPORT,PROJECT,cheng-dao.lee,MCIF connect WiFi driver,,,,,,,,,,,,,
CONFIG_MTK_MD_DIRECT_TETHERING_SUPPORT,PROJECT,jun-quan.chen,,,,,,,,,,,,,,
CONFIG_MTK_MD1_SUPPORT,PROJECT,yanbin.ren,,,,,,,,,,,,,,
CONFIG_MTK_MD3_SUPPORT,PROJECT,yanbin.ren,,,,,,,,,,,,,,
CONFIG_MTK_MDDP_WH_SUPPORT,PROJECT,tj.chang,MDDP WiFi Hostpot,,,,,,,,,,,,,
CONFIG_MTK_MEMORY_LOWPOWER,PROJECT,Miles.Chen,Specific hardware,,X,,X,,X,,X,,X,,X,
CONFIG_MTK_MERGE_INTERFACE_SUPPORT,PROJECT,Heiping.Lei,,O,X,O,X,O,X,O,X,O,X,O,X,O
CONFIG_MTK_MET,COMMON,chengchang.wu,6755 32 bits not ready,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_MET_PLF,COMMON,chengchang.wu,6755 32 bits not ready,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_MFD_SPMI_PMIC,PLATFORM,argus lin,mfd spmi driver for pmic,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_MTK_MJC_DRIVER,PLATFORM,easer.su,new config in this commit 669b19c5c1c997fe0e430fa5e7de77c0406acf41,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_MLC_NAND_SUPPORT,PROJECT,chienwei.chang,,,,,,,,,,,,,,
CONFIG_MTK_MLOG,COMMON,chinwen.chang,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_MMDVFS,PROJECT,anthony.huang,only used for mt6885 fep project,X,X,X,X,X,X,X,X,X,O,O,X,X
CONFIG_MTK_MMPROFILE_SUPPORT,COMMON,,project config should be common,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_MOTION_DETECT_HUB,PROJECT,jy.lan,,,,,,,,,,,,,,
CONFIG_MTK_MPU6515A,PLATFORM,lomen.wu,new config in this commit 4486d5ee565d38da91ef65fd3918a57aaa5263f2,,,,,,,,,,,,,
CONFIG_MTK_MPU6515G,PLATFORM,lomen.wu,new config in this commit 4486d5ee565d38da91ef65fd3918a57aaa5263f2,,,,,,,,,,,,,
CONFIG_MTK_MRDUMP_KEY,PROJECT,zh.chen,new config in this commit 64f3538db65d13898589d3462f61289152852490,,,,,,,,,,,,,
CONFIG_MTK_MT6306_GPIO_SUPPORT,PROJECT,,,O,,O,,O,,O,,O,,O,,O
CONFIG_MTK_MTD_NAND,PROJECT,chienwei.chang,,,,,,,,,,,,,,
CONFIG_MTK_MUSB_DRV_36BIT,PLATFORM,jeremy.chou,,y,y,y,y,X,X,y,X,y,X,y,X,y
CONFIG_MTK_MUSB_QMU_PURE_ZLP_SUPPORT,PLATFORM,jeremy.chou,,y,y,y,X,X,y,y,y,y,y,y,y,y
CONFIG_MTK_MUSB_QMU_SUPPORT,PLATFORM,jeremy.chou,,y,y,y,X,X,y,y,y,y,y,y,y,y
CONFIG_MTK_NAND_BITFLIP,PROJECT,chienwei.chang,,X,O,X,O,X,O,X,O,X,O,X,O,X
CONFIG_MTK_NEBULA_VM_SUPPORT,PROJECT,coboy.chen,,,,,,,,,,,,,,
CONFIG_MTK_NET_CCMNI,COMMON,,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_NET_LOGGING,USER,Zhuoliang.Zhang,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_MTK_NET_RFC7217,PROJECT,Zhuoliang.Zhang,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_MTK_NFC_SUPPORT,PROJECT,qiuhuan.zhao,,,,,,,,,,,,,,
CONFIG_MTK_OD_SUPPORT,PROJECT,yiruei.wu,120hz project only,,,,,,,,,,,,,
CONFIG_MTK_ORIENTHUB,PROJECT,hongxu.zhao,,,,,,,,,,,,,,
CONFIG_MTK_PASR,PROJECT,chinwen.chang,new config in this commit 43265af4ab8d1e6dcfd3ca54cec75fa33a9fb564,O,X,O,X,O,X,O,X,O,X,O,X,O
CONFIG_MTK_PASSPOINT_R1_SUPPORT,PROJECT,zhiguo.niu,,,,,,,,,,,,,,
CONFIG_MTK_PDRHUB,PROJECT,xuexi.bai,new config in this commit 3a2f062b1bd2f8919be2670ccbc84133a0af0bfd,,,,,,,,,,,,,
CONFIG_MTK_PEDOHUB,PROJECT,weiqi.fu,new config in this commit 6cf72299191fe832dffff96cd9233bcf981b52a0,,,,,,,,,,,,,
CONFIG_MTK_PERF_OBSERVER,PROJECT,tehsin.lin,,,,,,,,,,,,,,
CONFIG_MTK_PERF_TRACKER,PROJECT,Michael Jiang,new config in this commit f3ffcf86a563585fe0de57fabd065b83d8301062,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_MTK_PERFMGR_TOUCH_BOOST,PROJECT,Ian-y.Chen,new config 43786717db098bca3f4db77be0893b4feeba8cc8,,,,,,,,,,,,,
CONFIG_MTK_PERIODIC_DATA_COLLECTION,PROJECT,,,,,,,,,,,,,,,
CONFIG_MTK_PICKUPHUB,PROJECT,weiqi.fu,,,,,,,,,,,,,,
CONFIG_MTK_PID_MAP,PROJECT,peng.zhou,,,,,,,,,,,,,,
CONFIG_MTK_PLATFORM,PLATFORM,,project config should be platform,mt6763,mt6739,mt6739,mt6771,mt6771,mt6768,mt6768,mt6785,mt6785,mt6885,mt6885,mt6886,mt6886
CONFIG_MTK_PMIC,PLATFORM,jeter.chen,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_MTK_PMIC_CHIP_MT6356,PLATFORM,jeter.chen,,y,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_PMIC_CHIP_MT6357,PLATFORM,jeter.chen,,X,y,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_PMIC_CHIP_MT6358,PLATFORM,jeter.chen,,X,X,X,y,y,y,y,X,X,X,X,X,X
CONFIG_MTK_PMIC_CHIP_MT6359,PLATFORM,jeter.chen,,X,X,y,X,X,X,X,y,y,X,X,X,X
CONFIG_MTK_PMIC_CHIP_MT6359P,PLATFORM,jeter.chen,,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_MTK_PMIC_COMMON,PLATFORM,jeter.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_PMIC_NEW_ARCH,PROJECT,jimmy-yj.huang,,,,,,,,,,,,,,
CONFIG_MTK_PMIC_WRAP,PLATFORM,brian-py.chen,pmic wrap upstream support option,X,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_PMIC_WRAP_HAL,PLATFORM,brian-py.chen,pmic wrap support option,X,X,y,y,y,y,y,y,y,X,X,y,y
CONFIG_MTK_PMIF,PLATFORM,argus lin,pmif driver for pmic,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_MTK_PQ_COLOR_MODE,PROJECT,Yj.li, new config I1b7b0441f385f77703b529b6efe6b78d122676b1,,,,,,,,,,,,,
CONFIG_MTK_PREEMPT_TRACER,USER;PROJECT,kobe-cp.wu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_PSCI,PLATFORM,scott.shu,,y,X,y,X,y,X,y,X,y,X,y,X,y
CONFIG_MTK_PSEUDO_M4U,PROJECT,Cui.Zhang,,N,N,X,N,N,X,X,X,X,X,X,X,X
CONFIG_MTK_PTPOD,PLATFORM,charles.yang,,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_MTK_PTPOD_GPU,PLATFORM,wei-chia.su,,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_MTK_PUMP_EXPRESS_PLUS_20_SUPPORT,PROJECT,elvin.lin,,,,,,,,,,,,,,
CONFIG_MTK_PUMP_EXPRESS_PLUS_30_SUPPORT,PROJECT,wy.chuang,,,,,,,,,,,,,,
CONFIG_MTK_PUMP_EXPRESS_PLUS_SUPPORT,PROJECT,wy.chuang,(<NEW>new config in this commit 0a8d9b64437012ca7ccadfe1338fa26d74f49b16),,,,,,,,,,,,,
CONFIG_MTK_PUMP_EXPRESS_SUPPORT,PROJECT,elvin.lin,,,,,,,,,,,,,,
CONFIG_MTK_PWM,PROJECT,qiangming.xia,not required if not used,,,,,,,,,,,,,
CONFIG_MTK_QOS_SUPPORT,PLATFORM,Cheng-En.Chung,DVFS related options,X,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_QOS_V2,PROJECT,Howard.Hsu,,,,,,,,,,,,,,
CONFIG_MTK_RAM_CONSOLE,COMMON,Xinghua.Yang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_RAM_CONSOLE_ADDR,PLATFORM,Xinghua.Yang,,0x0011D000,0x0010DC00,0x0011D000,0x0011D000,0x0011D000,0x0010DC00,0x0010DC00,0x0011D000,0x0011D000,0x0011D000,0x0011D000,0x0011D000,0x0011D000
CONFIG_MTK_RAM_CONSOLE_DRAM_ADDR,PLATFORM,Xinghua.Yang,,0x54400000,0x44400000,0x4D000000,0x54400000,0x54400000,0x4D000000,0x4D000000,0x4D000000,0x4D000000,0x4D000000,0x4D000000,0x4D000000,0x4D000000
CONFIG_MTK_RAM_CONSOLE_DRAM_SIZE,COMMON,Xinghua.Yang,,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000,0x10000
CONFIG_MTK_RAM_CONSOLE_SIZE,PLATFORM,Xinghua.Yang,,0x800,0x800,0x800,0x800,0x800,0x800,0x800,0x800,0x800,0x800,0x800,0x800,0x800
CONFIG_MTK_RAM_CONSOLE_USING_DRAM,PLATFORM,Xinghua.Yang,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_RAM_CONSOLE_USING_SRAM,PLATFORM,Xinghua.Yang,new config in this commit 5ea1bbd49287ac7cd3a31ab1632c4835ac6a71ad,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_RESYM,PROJECT,chiayu.ku,,,,,,,,,,,,,,
CONFIG_MTK_ROOT_TRACE,USER;PROJECT,colin.lee,customer may set this in user load, a white list must be set before,,,,,,,,,,,,
CONFIG_MTK_ROTATVECHUB,PROJECT,hongxu.zhao,new config in this commit bd8b67170550fbf1f721310116ae26ced96105a6,,,,,,,,,,,,,
CONFIG_MTK_ROUND_CORNER_SUPPORT,PROJECT,k.zhang,,,,,,,,,,,,,,
CONFIG_MTK_RPMSG_MBOX,PLATFORM,ts.kuo,new config in this commit e8c8b57bd4b43e51ffc94c62f20b675c02f96399,N,N,N,N,N,N,N,N,N,y,y,y,y
CONFIG_MTK_RRC_SUPPORT,PROJECT,otis.huang,new config in this commit a9f470e71a32907be7675e8887db0add7a2a5e81,,,,,,,,,,,,,
CONFIG_MTK_RT_THROTTLE_MON,USER,jing-ting.wu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_RT9468_SUPPORT,PROJECT,vend_shufan_lee001,new config in this commit abba073794b7f1cf5e6b279c9126658285ce392f,,,,,,,,,,,,,
CONFIG_MTK_RTC,COMMON,Wilma.Wu,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCHED_BOOST,PLATFORM,wenju.xu,,X,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCHED_CPULOAD,PLATFORM,wenju.xu,,X,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCHED_DEBUG,PLATFORM,jing-ting.wu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_SCHED_EAS_PLUS,PLATFORM,michael.jiang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCHED_EAS_POWER_SUPPORT,PLATFORM,YT.Chang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCHED_INTEROP,COMMON,YT.Chang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCHED_MONITOR,USER;PROJECT,kobe-cp.wu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_SCHED_RQAVG_KS,COMMON,lixiong.zhou,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCHED_RQAVG_US,COMMON,lixiong.zhou,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCHED_TRACE,USER,jing-ting.wu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_SCHED_TRACERS,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SCP_SENSORHUB_V1,PROJECT,weiqi.fu,new config in this commit ddc5d59450d236e7d3732ebd43a19c5056787cc0,,,,,,,,,,,,,
CONFIG_MTK_SDSP_SHARED_MEM_SUPPORT,PROJECT,Coboy.Chen,new config in this commit Ia22c0926b9337c8f7a5f2f9da73ef0d4548ec36c,,,,,,,,,,,,,
CONFIG_MTK_SEC_MODEM_NVRAM_ANTI_CLONE,PLATFORM,pangyen.chen,project config should be platform 6755 modem implement this function,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_SEC_VIDEO_PATH_SUPPORT,PROJECT,fy.yang,,,,,,,,,,,,,,
CONFIG_MTK_SECURITY_SW_SUPPORT,COMMON,chin-ting.kuo,default y enable in 1faa87778d595b421ee71871d0edab00154309a3,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_SELINUX_AEE_WARNING,USER;PROJECT,pierre.lee,new config in this commit 569e37b259c48a72f358131ea72b69da512ea010,,,,,,,,,,,,,
CONFIG_MTK_SENSOR_ARCHITECTURE,PROJECT,hongxu.zhao,,,,,,,,,,,,,,
CONFIG_MTK_SENSOR_BIO,PROJECT,jy.lan,,,,,,,,,,,,,,
CONFIG_MTK_SENSOR_HUB_SUPPORT,PROJECT,yue.wu,,,,,,,,,,,,,,
CONFIG_MTK_SENSOR_SUPPORT,PROJECT,qiangming.xia,,,,,,,,,,,,,,
CONFIG_MTK_SENSORS_1_0,PROJECT,jy.lan,,,,,,,,,,,,,,
CONFIG_MTK_SHARED_SDCARD,PROJECT,sophie.wang,,,,,,,,,,,,,,
CONFIG_MTK_SIB_USB_SWITCH,PLATFORM,eddie.hung,Modem signal throug USB 3.0 pin,X,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SIM_LOCK_POWER_ON_WRITE_PROTECT,PROJECT,yanbin.ren,new config in this commit 6ebd8f9b343a9925e51161cef20c78c0c797d19c,,,,,,,,,,,,,
CONFIG_MTK_SKB_OWNER,PROJECT,En-Ron Chang,new config in this commit I060d462011fae3d75ddeed363b15c16bb422c3db,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_MTK_SLBC_MMSRAM,PLATFORM,Morven-CF.Yeh,,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_MTK_SLC_BUFFER_SUPPORT,PROJECT,isaac.lee,new config in this commit ae5dc71d9ef6ebac8e6d05c6ce48ba26c40e4f7d,,,,,,,,,,,,,
CONFIG_MTK_SM100,PROJECT,qiyuan.song,new config in this commit 3d29631334b2361b7b4596ebe73e6414b64907dc,,,,,,,,,,,,,
CONFIG_MTK_SMART_BATTERY,COMMON,Henry.Chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SMARTPA_SOUND,PROJECT,chipeng.chang,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_SMI_EXT,COMMON,kendrick.hsu,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_MTK_SND_SOC_CODEC,PROJECT,Chien-Wei.hsu,new config in this commit Id1263ee35209bb47f72e3e37cc57fa82d52c036f,,,,,,,,,,,,,
CONFIG_MTK_SND_SOC_NEW_ARCH,PLATFORM,Chien-Wei.hsu,phase out,y,y,X,y,y,X,X,X,X,X,X,X,X
CONFIG_MTK_SPEAKER,PROJECT,georgecy.lin,,,,,,,,,,,,,,
CONFIG_MTK_SPI,PLATFORM,Freddy.Hsin,,y,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_MTK_SPKGPIO_REWORK,PROJECT,georgecy.lin,new config in this commit 378eb5b131260db917d022555fa920fa118ab3a1,,,,,,,,,,,,,
CONFIG_MTK_SPMTWAM,PLATFORM,chu-chia.kuo,,X,X,X,X,X,X,X,X,X,y,y,X,X
CONFIG_MTK_STATHUB,PROJECT,qiangming.xia,new config in this commit e5afb39d5bc749c04142bb69e4f89131015320a6,,,,,,,,,,,,,
CONFIG_MTK_STATIC_POWER,PLATFORM,charles.yang,,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_MTK_STEPSIGNHUB,PROJECT,hongxu.zhao,new config in this commit 5d3fd154d89af1a6fdf1dcf1963d1595834933de,,,,,,,,,,,,,
CONFIG_MTK_SVP,PROJECT,tehsin.lin,new config in this commit 127c1a282ad9be25750ea4a3fb5b64324301b7f3,,,,,,,,,,,,,
